placa;modelo;linea;motor;cilindraje;marca_id;created_at;updated_at;cantidad_aceite_motor;marca_aceite;tipo_aceite;filtro_aceite;filtro_aire;cantidad_aceite_cc;marca_cc;tipo_aceite_cc;filtro_aceite_cc;filtro_de_enfriador;tipo_caja;cantidad_aceite_diferencial;marca_aceite_d;tipo_aceite_d;cant_aceite_transfer;marca_aceite_t;tipo_aceite_t;filtro_cabina;filtro_diesel;contra_filtro_diesel;candelas;pastillas_delanteras;pastillas_traseras;fajas;aceite_hidraulico
P672GXM;2014;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;10W30;P967;CA10677;X;X;X;X;X;X;XX;X;X;XX;X;CF10285;X;X;X;X;X;X;X;X
P735KNN;X;RAV4;X;X;44;X;X;1GARRAFA;MAXLIFE;5W20;P967;CA10677;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P606LBL;2020;RAV4;X;X;44;X;X;1GARRAFA;QUAKER;5W20;WL10332;17801-25020;X;1GALON;X;X;X;X;X;X;X;MAXLIFEATF;X;K1310;X;X;X;X;X;X;X;X
P531JZM;XX;RAV4;XX;XX;44;X;X;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P893HXR;XX;RAV4;XX;XX;44;X;X;1GARRAFA;MAXLIFE;5W20;P967;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P974DSF;1998;RUNNER;3.4;V-6;44;X;X;6LTOS.;QUAKER;20W50;PH2835;17801-46060;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.;FT1185/FT1083;X;X;X;X;X;X;X;X;X
P692FKB;2002;RUNNER;3.4;V-6;44;X;X;7LTOS.;CASTROL;20W50;PH2835;17801-46060;X;DURADRIVE;X;X;X;X;X;X;X;5LTOS.APROX.;FT1191;X;X;X;X;X;X;X;X;X
P373FBK;1999;RUNNER;2.7;4;44;X;X;6LTOS.;CASTROLGTX;20W50;PH2835;17801-35020;X;QUAKERATF;X;X;X;X;85W140NORMAL;X;X;4LTOS.;FT1083;X;X;X;X;X;X;X;X;X
P399DXK;2000;RUNNER;2.7;4;44;X;X;1GL.(5);QUAKER;20W50;PH2835;17801-35020;75W90GL5;DURADRIVE;X;X;X;X;80W90GL5;X;X;4LTOS.APROX.;FT1083;X;X;X;X;X;X;X;X;X
P386FVX;1999;RUNNER;3.4;V-6;44;X;X;6Ltos.;CASTROLGTX;20W50;PH2835;17801-46060;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.APROX;FT1083ó1185;X;X;X;X;X;X;X;X;X
P552CWZ;2002;RUNNER;3.4;V-6;44;X;X;6LTOS.;QUAKER;20W50;PH2835;17801-46060;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P878FNK;1996;RUNNER;3.4;V-6;44;X;X;6.5LTOS.BARRIL;CASTROLGTX;20W50;PH2835;17801-46060;X;QUAKETATF;X;X;X;X;X;X;X;5LTOS.APROX.;FT1185;X;X;X;X;X;X;X;X;X
P614CLV;2000;RUNNER;2.7;4;44;X;X;6LTOS.;QUAKER;20W50;PH2835;17801-;75W90GL5;X;X;X;X;X;80W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X
P865FWF;2000;RUNNER;2.7;4;44;X;X;1GL.(5);QUAKER;20W50;PH2835;17801-35020;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.APROX.;FT1083;X;X;X;X;X;X;X;X;X
P706BKZ;199;RUNNER;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P843GCJ;2002;RUNNER;3.4;V6;44;X;X;6LTOS.Y1/2;QUAKER;20W50;PH2835;17801-46060;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.APROX.;FT1216;X;X;X;X;X;X;X;X;X
P750GKH;1999;RUNNER;3;V6;44;X;X;6LTOS.APROX.;X;X;XPH2835;X;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.;FT1185;X;X;X;X;X;X;X;X;X
P674DTH;1994;RUNNER;3;V6;44;X;X;7LTOS.;QUAKER;20W50;PH2835;17801-46060;X;ATFNORMAL;X;X;X;X;X;X;X;5LTOS.;FT1185;X;X;X;X;X;X;X;X;X
P529BPX;1996;RUNNER;3.44X4;V6;44;X;X;6LTOS.APROX.;VALV.MAXLIFE;20W50;PH2835;17801-46060;X;ATFNORMAL;X;X;X;X;X;X;X;5LTOS.APROX.;FT1083;X;X;X;X;X;X;X;X;X
P648DJG;1993;RUNNER;3;V6;44;X;X;6LTOS.;CASTROLGTX;20W50;PH2835;X;X;ATFNORMAL;X;X;X;X;X;X;X;5LTOS.APROX.;X;X;X;X;X;X;X;X;X;X
P684FFX;1998;RUNNER;3.4;V6;44;X;X;7LTOS.;QUAKER;20W50;PH2835;17801-46060;X;ATFNORMAL;X;X;X;X;X;X;X;5LTOS.APROX.;FT1083/FT1185;X;X;X;X;X;X;X;X;X
P436DFT;1999;RUNNER;2.4;4;44;X;X;XX;XX;20W50;PH2835;17801-35020;80W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P642DDM;XX;RUNNER;XX;V6;44;X;X;6LTOS.;CASTROLGTX;20W50;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P419DTL;1998;RUNNER;3.4;V6;44;X;X;6LTOS.;CASTROLGTX;20W50;PH2835;PIPA;XX;DURADRIVE;X;X;X;X;XX;X;X;5LTOS.;FT1185;XX;X;XX;X;X;X;X;X;X
P405FPV;XX;RUNNER;XX;XX;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P752DSQ;1999;RUNNER;3.4;V6;44;X;X;XX;XX;XX;XX;XX;XX;MULTIVEHICULO;X;X;X;X;80W90NORMAL;X;X;5LTOS.;FT1181;XX;X;XX;X;X;X;X;X;X
P721GSJ;1998;RUNNER;2.7;4;44;X;X;5.5LTOS.;CASTROLMAG.;20W50;PH2835;17801-35020;XX;ATFNORMAL;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1185;XX;X;XX;X;X;X;X;X;X
P653DTY;1998;RUNNER;3.2;V6;44;X;X;6LTOS.;CASTROLGTX;20W50;PH2835;17801-46060;XX;ATFNORMAL;X;X;X;X;XX;X;X;5LTOS.;FT1083;XX;X;XX;X;X;X;X;X;X
P876FWT;2004;RUNNER;4;V6;44;X;X;6LITROS;MOTUL;10W30;PH2835;17801-31090;XX;CASTROLATF;X;X;X;X;XX;X;X;6LTOS.APROX.;FT1216;K1086/CF9846A;X;XX;X;X;X;X;X;X
P626CGH;2005;RUNNER;XX;XX;44;X;X;1GL.(5);EUROL;20W50;PH2835;CA9683;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;6LTOS.;FT1216;CF9846A;X;XX;X;X;X;X;X;X
P438HLW;2004;RUNNER;XX;XX;44;X;X;1GL.1LTO.;MAXLIFE;5W30;PH2835;XX;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P409GJC;XX;RUNNER;XX;XX;44;X;X;6LTOS.;CASTROLBARRIL;20W50;PH2835;17801-46060;XX;ATFDURADRIVE;X;X;X;X;85W140;X;X;6LTOS.;FT1181;XX;X;XX;X;X;X;X;X;X
P144GQD;XX;RUNNER;3.4;XX;44;X;X;1GL.y1LTO.;CASTROLGTX;20W50;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P641HCH;XX;RUNNER;3.4;V6;44;X;X;1GL.y1LTO.;CASTROLGTX;20W50;PH2835;17801-46060;TRANS.75W90V.;ATFMULTIVE;X;X;X;X;XX;X;X;5LTOS.;FT1216;XX;X;XX;X;X;X;X;X;X
P308DZZ;XX;RUNNER;3.4;XX;44;X;X;6LTOS.;MOTULBARRIL;20W50;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P461GCJ;XX;RUNNER;XX;XX;44;X;X;6LTOS.;VALV.MINERAL;20W50;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P753HLV;2007;RUNNER;4;V6;44;X;X;6LTOS.;VALV.MAXLIFE;10W30;PH2835;17801-46060;XX;XX;X;X;X;X;75W90COASTAL.;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P985GCG;XX;RUNNER;XX;XX;44;X;X;6LTS;MAXLIFE;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P594GNP;XX;RUNNER;XX;XX;44;X;X;61/2LTS;CASTROL;20W50;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P753CQC;XX;RUNNER;XX;XX;44;X;X;7.5LTS;CASTROLCRB;15W40;LFP5971;CA8918;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P920CKV;XX;RUNNER;XX;XX;44;X;X;5.5LTS;GTX;20W50;PH2835;17801-35020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P130GZX;XX;RUNNER;XX;XX;44;X;X;1GL.;VALV.MAXLIFE;20W50;PH2835;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;4LTOS.;FT1083;XX;X;XX;X;X;X;X;X;X
P541HFP;XX;RUNNER;XX;XX;44;X;X;5LITROS;GTXBARRIL;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P969BVQ;XX;RUNNER;2.7;4;44;X;X;6LTOS.;VALV.MAXLIFE;5W30;PH2835;17801-35020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P095JFJ;2007;RUNNER;4;V-6;44;X;X;6LTOS.;VALV.MAXLIFE;10W30;PH2835;17801-31090;XX;MAXLIFEATF;X;X;X;X;XX;X;X;5LITROS;FT1237;CF9846A;X;XX;X;X;X;X;X;X
P144JCK;2021;RUNNER;4;XX;44;X;X;7LTOS.;KENDALLSINT.;5W30;WIX57173;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P325BQL;XX;RUNNER;2.7;XX;44;X;X;6LTOS.;VALV.MAXLIFE;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P677GXT;XX;RUNNER;XX;XX;44;X;X;6LTOS.;VALV.MAXLIFE;10W30;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P557HPY;2002;RUNNER;3.4;XX;44;X;X;6.5LTOS.BARRIL;CASTROLGTX;20W50;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P572HHG;2005;RUNNER;4.7;V-8;44;X;X;6.5APROX.;QUAKER;20W50;PH2835;CA8918;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P809GDP;XX;RUNNER;XX;XX;44;X;X;6LTOS.;VALV.MAXLIFE;20W50;PH2835;CA9683;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P162GPX;2006;RUNNER;XX;V-6;44;X;X;6LTOS.;EUROL;10W30;PH2835;CA9683;XX;MAXLIFEATF;X;X;X;X;XX;X;X;5LITROS;FT1237;CF9846A;X;XX;X;X;X;X;X;X
P674FCV;XX;RUNNER;XX;XX;44;X;X;5.5LTOS.;GTXBARRIL;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P063GKY;XX;RUNNER;XX;XX;44;X;X;5LTOS.BARRIL;CASTROLGTX;20W50;PH2835;CA9683;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P139;XX;RUNNER;XX;XX;44;X;X;7LITROS;GTXBARRIL;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P787BCR;2001;RUNNER;3.4;V-6;44;X;X;7LITRO;MAXLIFE;20W50;PH2835;17801-46060;XX;MAXLIFEATF;X;X;X;X;XX;X;X;5LITROS;XX;XX;X;XX;X;X;X;X;X;X
P914JXM;2006;RUNNER;XX;XX;44;X;X;6LITROS;CASTROLMAG.;10W30;PH2835;CA9683;XX;CASTROLATF;X;X;X;X;XX;X;X;3GLS;FT1237;XX;X;XX;X;X;X;X;X;X
P774JRQ;2003;RUNNER;XX;XX;44;X;X;GARRAFASELLAD;MAXLIFE;10W30;PH2835;CA9683;XX;XX;X;X;X;X;VAL.80W90CAT.;X;X;XX;XX;CF9846A;X;XX;X;X;X;X;X;X
P924HXX;2003;RUNNER;XX;XX;44;X;X;1GARRAFA;CASTROLGTX;20W50;PH2835;CA-9683;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF9846A/K1083;X;XX;X;X;X;X;X;X
P120JHB;XX;RUNNER;XX;XX;44;X;X;6LITROS;GTXBARRIL;20W50;PH2835;17801-46060;XXX;XX;X;X;X;X;XX;X;X;X;XX;XX;X;X;X;X;X;X;X;X
P414JZJ;2004;RUNNER;V6;XX;44;X;X;5.5LITROS;MAXLIFEBARRIL;10W30;90915-YZZD2;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P430KGJ;2004;RUNNER;XX;XX;44;X;X;XX;XX;XX;X;XX;XX;CASTROLATF;X;X;X;X;XXX;X;X;4GLS;FT1216;XXX;X;XX;X;X;X;X;X;X
P945JZH;XX;RUNNER;XX;XX;44;X;X;6LITROSBARRIL;MOTUL;10W30;PH2835;17801-46060;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P984JZH;2014;RUNNER;4;XX;44;X;X;7LITROS;KENDALLFULL;5W30;WIX57173;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;3GALONES;FT1237;XX;X;XX;X;X;X;X;X;X
P005JZJ;XX;RUNNER;XX;X;44;X;X;5.5LITROS;MAXLIFE;10W30BARRIL;PH2835;CA9683;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF9846A;X;XX;X;X;X;X;X;X
P121FHL;1996;RUNNER;XX;XX;44;X;X;XX;XX;X;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;FT1083;XX;X;XX;X;X;X;X;X;X
P854KBL;2020;RUNNER;XX;XX;44;X;X;7LITROS;QUAKERSINT.;5W30;WIX57173;17801-38050;XX;X;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P620KLD;XX;RUNNER;XX;X;44;X;X;7LITROS;QUAKERFULL;5W30;WIX57173;17801-38051;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1237;CF10285;X;XX;X;X;X;X;X;X
P136GVQ;XX;RUNNER;XX;X;44;X;X;7LITROS;EUROL;20W50;PH2835;17801-46060;XX;X;X;X;X;X;XX;X;X;X;XX;X;X;XX;X;X;X;X;X;X
P162KGT;2018;RUNNER;XX;XX;44;X;X;7LITROS;VALVFULL;5W20;WIX57173;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P631KKD;XX;RUNNER;XX;XX;44;X;X;6LITROS;MAGNATEC;10W30;90915-YZZD2;XX;XX;XX;X;X;X;X;VALV80W90;X;X;X;X;XX;X;XX;X;X;X;X;X;X
P728KDB;XX;RUNNER;XX;XX;44;X;X;6LITROS;MOTULBARRIL;20W50;PH2835;17801-46060;X;X;X;X;X;X;XX;X;X;XX;X;X;X;XX;X;X;X;X;X;X
P001KQK;2004;RUNNER;XX;XX;44;X;X;6LITROS;QUAKERFULL;5W30;PH2835;CA9683;X;ATFMULTIV;X;X;X;X;80W90;X;X;X;XX;CF9846A;X;X;X;X;X;X;X;X
P276GDP;XX;RUNNER;X;X;44;X;X;6LITROS;MOTULBARRIL;20W50;PH2835;17801-70020;X;X;X;X;X;X;80W90;X;X;X;X;X;X;X;X;X;X;X;X;X
P879KXP;2011;RUNNER;X;X;44;X;X;7LITROS;QUAKER;5W20;WIX57173;17801-38050;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P120KLX;X;RUNNER;X;X;44;X;X;7LTOS.;QUAKERSINT;0W20;WIX57173;17801-38051;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P975KXN;2012;RUNNER;X;X;44;X;X;7LITROS;QUAKERFULL;0W20;WIX57173;17801-38051;X;CASTROLATF;X;X;X;X;80W90TRASERA;X;X;4GALONES;FT1237;CF10285;X;X;X;X;X;X;X;X
P713KGB;2014;RUNNER;4;XX;44;X;X;7LITROS;QUAKER;5W20;WIX57173;17801-38051;X;CASTROLATF;X;X;X;X;X;X;X;6LITROS;FT1237;CF10285;X;X;X;X;X;X;X;X
P109KHJ;2017;RUNNER;X;X;44;X;X;7LITROS;VALVOLINEFULL;0W20;WIX57173;17801-38051;X;CASTROLATF;X;X;X;X;X;X;X;4GLS;FT1237;CF10285;X;X;X;X;X;X;X;X
P041GNG;X;RUNNER;X;X;44;X;X;6LITROS;CASTROLGTX;20W50;PH2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P042LBT;X;RUNNER;X;X;44;X;X;7LITROS;QUAKER;10W30;WIX57173;17801-38051;X;CASTROLATF;X;X;X;X;X;X;X;5LITROS;FT1237;CF10285;X;X;X;X;X;X;X;X
P294LCQ;2015;RUNNER;X;X;44;X;X;6LITROS;MOTUL;10W30;WIX57173;X;X;X;X;X;X;X;X;X;X;X;X;CF10285;X;X;X;X;X;X;X;X
P148GTM;2011;RUNNER;V-64.0;XX;44;X;X;1GARRAFA2LTOS;QUAKERSINT;5W20;P967;17801-38051;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10285;X;XX;X;X;X;X;X;X
P350JJF;2008;RUNNER;4;XX;44;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;2GL,2LITROS;FT1237;X;X;XX;X;X;X;X;X;X
P356JBK;X;RUNNER;X;X;44;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P643JJD;2021;RUSH;XX;XX;44;X;X;4LTS;QUAKERFULLS.;5W30;PH2840;17801-OY040;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;XX;XX;X;XX;X;X;X;X;X;X
P036JLP;2022;RUSH;1.5;XX;44;X;X;1GARRAFA;QUAKERFULL;5W30;PH2840;17801-OY040;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P452JGZ;2021;RUSH;XX;4;44;X;X;1GARRAFA;CASTROLMAG.;10W30;TOY.15601-B2030;17801-0Y040;MF994;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P753KLL;X;RUSH;XX;X;44;X;X;1GARRAFA;QUAKER;5W30;PH2840;17801-0Y040;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P780JGX;2020;RUSH;X;X;44;X;X;1GALON;MOTUL;5W30;PH2840;17801-OY040;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P344DWN;XX;SEQUOIA;5.7;V-8;44;X;X;9LTS.;QUAKERFULL;5W30;WIX57041;PAB10343;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P699GGN;2012;SIENNA;XX;XX;44;X;X;1GARRAFA;MAXLIFE;10W40;P967;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P381GPX;1995;T100;3.4;XX;44;X;X;6LITROS;GTXBARRIL;20W50;PH2835;17801-0W010;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;FT1083;XX;X;XX;X;X;X;X;X;X
P597FGD;1996;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;X;MULT.oDURADRIVE;X;X;X;X;80W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X
P925CWG;1998;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P474DNS;1997;TACOMA;3.4;V-6;44;X;X;6LTOS.;SHELLHELIX;20W50;PH2835;17801-46060;X;ATFMULTIVEHICULO;X;X;X;X;80W90GL5;X;X;5LTOS.APROX.;FT1181;X;X;X;X;X;X;X;X;X
P869CRQ;1995;TACOMA;2.4;4;44;X;X;1GL.;CASTROGTX;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;80W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P564DFH;1996;TACOMA;3.6;V-6;44;X;X;6LTOS.;QUAKER;20W50;PH2835;PIPA;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P176FBG;1998;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;80W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P174BCN;1998;TACOMA;2.4;4;44;X;X;1GL.(5);HAVOLINE;20W50;PH2835;1780135020;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P921DKD;1998;TACOMA;2.4;4;44;X;X;1GL.(5);CASTROLGTX;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P520CWH;1998;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P589CKF;1998;TACOMA;2.4;4;44;X;X;1GL.(5LTOS.);SUPREME;20W50;PH2835;17801-35020;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P969BGH;1997;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;80W140;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P842DRG;1999;TACOMA;3.4;V6;44;X;X;6LTOS.;QUAKER;20W50;PH2835;17801-46060;85W140;X;X;X;X;X;80W90;X;X;X;X;X;X;X;X;X;X;X;X;X
P850DYX;2000;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;80W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P759BLT;1995;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;75W90;X;X;X;X;X;85W140;X;X;X;X;X;X;X;X;X;X;X;X;X
P082DXB;200;TACOMA;2.4;4;44;X;X;1GL.;CASTROLGTX;20W50;PH2835;17801-35020;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P528DRV;2006;TACOMA;2.7;4;44;X;X;1GL.(5);EUROL;20W50;PH2835;17801-0C040;X;DURADRIVE;X;X;X;X;X;X;X;6LTOS.APROX.;FT1216;X;X;X;X;X;X;X;X;X
P558FYP;X;TACOMA;X;X;44;X;X;1GL.(5);CASTROLGTX;20W50;PH2835;17801-35020;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P569CCM;1997;TACOMA;2.4;4;44;X;X;1GL.(5);CASTROLGTX;20W50;PH2835;17801-35020;80W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P818DXK;19994X2;TACOMA;2.4;4;44;X;X;1GL.;CASTROLMAG.;20W50;PH2835;17801-35020;80W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P575DJF;2005;TACOMA;4;V6;44;X;X;1GL.;QUAKERFULL;10W30;PH2835;17801-31090;XX;DURADRIVE;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1216/FT1237;XX;X;XX;X;X;X;X;X;X
P017FYT;2010;TACOMA;2.7;4;44;X;X;6LTOS.;QUAKER;20W50;PH2835;17801-0C040;XX;DURADRIVE;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1216;XX;X;X;X;X;X;X;X;X
P118FNK;1996;TACOMA;2.7;4;44;X;X;6LTOS.;SUPREME;20W50;PH2835;17801-35020;80W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P726CTC;1998;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-70010;80W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P329GCH;1996;TACOMA;3.4;V6;44;X;X;6LTOS.;CASTROLGTX;20W50;PH2835;17801-46060;80W90;ATFNORMAL;X;X;X;X;85W140;X;X;5LTOS.APROX.;FT1083óFT1181;XX;X;XX;X;X;X;X;X;X
P318DFL;1998;TACOMA;2.74X4;4;44;X;X;5LTOS.;CASTROLGTX;20W50;PH2835;17801-35020;80W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P507CMV;2001;TACOMA;2.5;4;44;X;X;6LTOS.;VALVOLINE;20W50;PH2835;17801-35020;XX;MULTIVEHICULO;X;X;X;X;80W90GL5;X;X;5LTOS.APROX.;XX;XX;X;XX;X;X;X;X;X;X
P979GXT;2002;TACOMA;2.4;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;XX;ATFMULTIVEHIC.;X;X;X;X;XX;X;X;5LTOS.;FT1216;XX;X;XX;X;X;X;X;X;X
P027DPZ;XX;TACOMA;XX;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P334FFG;1997;TACOMA;2.44X2;4;44;X;X;6LTOS.;QUAKER;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P789GDP;1999;TACOMA;2.4;4;44;X;X;1GL.(5);CASTROLGTX;20W50;PH2835;17801-35020;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;5LTOS.APROX.;FT1099;XX;X;XX;X;X;X;X;X;X
P351GQQ;XX;TACOMA;XX;4;44;X;X;1GL.;QUAKER;20W50;PH2835;17801-35020;XX;CASTROLATF;X;X;X;X;XX;X;X;4LITROS;FT1099;XX;X;XX;X;X;X;X;X;X
P845HCS;XX;TACOMA;XX;XX;44;X;X;6LTOS.;QUAKERFULL;0W20;PH2835;17801-0C040;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P955DKD;XX;TACOMA;XX;4;44;X;X;1GL.;MAXLIFE;20W50;PH2835;17801-35020;75W90;XX;X;X;X;X;85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P165CGQ;1995;TACOMA;XX;XX;44;X;X;5LTOS;CASTROLBARRIL;20W50;PH2835;17801-35020;XX;XX;X;X;X;X;SUPERS85W140;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
